1952.01	24.19	1.41
1952.02	23.75	1.42
1952.03	23.81	1.42
1952.04	23.74	1.43
1952.05	23.73	1.44
1952.06	24.38	1.45
1952.07	25.08	1.45
1952.08	25.18	1.45
1952.09	24.78	1.45
1952.10	24.26	1.44
1952.11	25.03	1.42
1952.12	26.04	1.41
